,file_name_data,vocal_label,gender_label,type_of_data_label,gender_label_transformed,vocal_label_mapped
424,a/m11_arpeggios_f_slow_forte_a,a,m,arpeggios,0.0,0
425,a/m7_arpeggios_belt_a,a,m,arpeggios,0.0,0
426,a/m10_long_forte_a,a,m,long,0.0,0
427,a/f5_long_messa_a,a,f,long,1.0,0
428,a/f7_arpeggios_lip_trill_a,a,f,arpeggios,1.0,0
429,a/m7_scales_f_fast_piano_a,a,m,scales,0.0,0
430,a/m8_arpeggios_c_fast_piano_a,a,m,arpeggios,0.0,0
431,a/f9_arpeggios_belt_a,a,f,arpeggios,1.0,0
432,a/f4_scales_c_fast_forte_a,a,f,scales,1.0,0
433,a/f7_scales_straight_a,a,f,scales,1.0,0
434,a/m8_arpeggios_c_fast_forte_a,a,m,arpeggios,0.0,0
435,a/m5_scales_breathy_a,a,m,scales,0.0,0
436,a/m10_long_trill_a,a,m,long,0.0,0
437,a/f6_long_messa_a,a,f,long,1.0,0
438,a/f3_arpeggios_f_slow_piano_a,a,f,arpeggios,1.0,0
439,a/m11_long_trillo_a,a,m,long,0.0,0
440,a/m5_long_trill_a,a,m,long,0.0,0
441,a/f8_long_messa_a,a,f,long,1.0,0
442,a/m7_long_straight_a,a,m,long,0.0,0
443,a/m5_arpeggios_f_slow_forte_a,a,m,arpeggios,0.0,0
444,a/m11_long_trill_a,a,m,long,0.0,0
445,a/f8_scales_belt_a,a,f,scales,1.0,0
446,a/m2_scales_f_slow_forte_a,a,m,scales,0.0,0
447,a/f2_long_trillo_a,a,f,long,1.0,0
448,a/m7_scales_vibrato_a,a,m,scales,0.0,0
449,a/m10_scales_vibrato_a,a,m,scales,0.0,0
450,a/m6_arpeggios_straight_a,a,m,arpeggios,0.0,0
451,a/m2_long_trillo_a,a,m,long,0.0,0
452,a/m10_long_inhaled_a,a,m,long,0.0,0
453,a/m7_long_forte_a,a,m,long,0.0,0
454,a/f1_scales_c_slow_forte_a,a,f,scales,1.0,0
455,a/f6_scales_vocal_fry_a,a,f,scales,1.0,0
456,a/m7_arpeggios_lip_trill_a,a,m,arpeggios,0.0,0
457,a/m6_arpeggios_vocal_fry_a,a,m,arpeggios,0.0,0
458,a/m11_scales_f_fast_forte_a,a,m,scales,0.0,0
459,a/f2_scales_breathy_a,a,f,scales,1.0,0
460,a/f3_scales_c_slow_piano_a,a,f,scales,1.0,0
461,a/m5_scales_lip_trill_a,a,m,scales,0.0,0
462,a/f2_scales_lip_trill_a,a,f,scales,1.0,0
463,a/f1_scales_vibrato_a,a,f,scales,1.0,0
464,a/f8_scales_c_slow_piano_a,a,f,scales,1.0,0
465,a/f4_scales_c_slow_forte_a,a,f,scales,1.0,0
466,a/f8_arpeggios_c_fast_forte_a,a,f,arpeggios,1.0,0
467,a/m8_scales_f_slow_piano_a,a,m,scales,0.0,0
468,a/f3_scales_c_slow_forte_a,a,f,scales,1.0,0
469,a/m4_scales_vocal_fry_a,a,m,scales,0.0,0
470,a/f1_arpeggios_f_fast_forte_a,a,f,arpeggios,1.0,0
471,a/f3_arpeggios_vocal_fry_a,a,f,arpeggios,1.0,0
472,a/m3_scales_f_fast_piano_a,a,m,scales,0.0,0
473,a/m7_long_trill_a,a,m,long,0.0,0
474,a/m10_arpeggios_breathy_a,a,m,arpeggios,0.0,0
475,a/f7_arpeggios_f_fast_forte_a,a,f,arpeggios,1.0,0
476,a/f2_scales_f_fast_forte_a,a,f,scales,1.0,0
477,a/f7_arpeggios_f_fast_piano_a,a,f,arpeggios,1.0,0
478,a/m7_scales_c_fast_piano_a,a,m,scales,0.0,0
479,a/m4_long_trill_a,a,m,long,0.0,0
480,a/f2_arpeggios_c_slow_forte_a,a,f,arpeggios,1.0,0
481,a/m10_scales_lip_trill_a,a,m,scales,0.0,0
482,a/f7_scales_c_fast_piano_a,a,f,scales,1.0,0
483,a/f4_arpeggios_c_fast_piano_a,a,f,arpeggios,1.0,0
484,a/f5_scales_c_fast_forte_a,a,f,scales,1.0,0
485,a/m11_arpeggios_vibrato_a,a,m,arpeggios,0.0,0
486,a/m1_scales_belt_a,a,m,scales,0.0,0
487,a/f6_arpeggios_vocal_fry_a,a,f,arpeggios,1.0,0
488,a/f9_arpeggios_f_slow_forte_a,a,f,arpeggios,1.0,0
489,a/m1_long_trill_a,a,m,long,0.0,0
490,a/f3_arpeggios_belt_a,a,f,arpeggios,1.0,0
491,a/f5_arpeggios_vocal_fry_a,a,f,arpeggios,1.0,0
492,a/f2_scales_vocal_fry_a,a,f,scales,1.0,0
493,a/f8_long_trillo_a,a,f,long,1.0,0
494,a/f7_arpeggios_f_slow_forte_a,a,f,arpeggios,1.0,0
495,a/m2_arpeggios_vocal_fry_a,a,m,arpeggios,0.0,0
496,a/f4_long_inhaled_a,a,f,long,1.0,0
497,a/m6_arpeggios_c_slow_forte_a,a,m,arpeggios,0.0,0
498,a/f9_scales_c_fast_forte_a,a,f,scales,1.0,0
499,a/m5_scales_c_fast_piano_a,a,m,scales,0.0,0
500,a/f4_arpeggios_f_fast_forte_a,a,f,arpeggios,1.0,0
501,a/f6_long_pp_a,a,f,long,1.0,0
502,a/m5_arpeggios_c_fast_forte_a,a,m,arpeggios,0.0,0
503,a/f1_scales_breathy_a,a,f,scales,1.0,0
504,a/m6_long_forte_a,a,m,long,0.0,0
505,a/f8_scales_f_fast_piano_a,a,f,scales,1.0,0
506,a/m7_scales_f_slow_piano_a,a,m,scales,0.0,0
507,a/m11_scales_vibrato_a,a,m,scales,0.0,0
508,a/m9_arpeggios_f_fast_piano_a,a,m,arpeggios,0.0,0
509,a/f9_scales_breathy_a,a,f,scales,1.0,0
510,a/f7_arpeggios_vocal_fry_a,a,f,arpeggios,1.0,0
511,a/m10_arpeggios_straight_a,a,m,arpeggios,0.0,0
512,a/m4_long_straight_a,a,m,long,0.0,0
513,a/f8_scales_f_slow_forte_a,a,f,scales,1.0,0
514,a/m6_arpeggios_c_slow_piano_a,a,m,arpeggios,0.0,0
515,a/f5_scales_c_slow_piano_a,a,f,scales,1.0,0
516,a/f2_arpeggios_vocal_fry_a,a,f,arpeggios,1.0,0
517,a/f1_arpeggios_c_fast_forte_a,a,f,arpeggios,1.0,0
518,a/f9_long_straight_a,a,f,long,1.0,0
519,a/m8_long_forte_a,a,m,long,0.0,0
520,a/f1_arpeggios_vocal_fry_a,a,f,arpeggios,1.0,0
521,a/f3_arpeggios_vibrato_a,a,f,arpeggios,1.0,0
522,a/m1_long_pp_a,a,m,long,0.0,0
523,a/m11_arpeggios_straight_a,a,m,arpeggios,0.0,0
524,a/f5_arpeggios_f_slow_forte_a,a,f,arpeggios,1.0,0
525,a/m8_arpeggios_straight_a,a,m,arpeggios,0.0,0
526,a/f5_long_trillo_a,a,f,long,1.0,0
527,a/f4_arpeggios_c_slow_forte_a,a,f,arpeggios,1.0,0
528,a/m1_scales_f_fast_forte_a,a,m,scales,0.0,0
529,a/m2_arpeggios_vibrato_a,a,m,arpeggios,0.0,0
530,a/f8_arpeggios_f_fast_forte_a,a,f,arpeggios,1.0,0
531,a/f7_arpeggios_straight_a,a,f,arpeggios,1.0,0
532,a/m10_scales_straight_a,a,m,scales,0.0,0
533,a/f8_long_forte_a,a,f,long,1.0,0
534,a/f8_scales_c_fast_forte_a,a,f,scales,1.0,0
535,a/m10_arpeggios_f_fast_forte_a,a,m,arpeggios,0.0,0
536,a/m8_scales_f_fast_forte_a,a,m,scales,0.0,0
537,a/m5_scales_f_fast_forte_a,a,m,scales,0.0,0
538,a/f8_arpeggios_lip_trill_a,a,f,arpeggios,1.0,0
539,a/m4_arpeggios_vibrato_a,a,m,arpeggios,0.0,0
540,a/f2_arepggios_f_fast_forte_a,a,f,arepggios,1.0,0
541,a/m11_arpeggios_c_slow_piano_a,a,m,arpeggios,0.0,0
542,a/f5_arpeggios_straight_a,a,f,arpeggios,1.0,0
543,a/m11_arpeggios_c_fast_piano_a,a,m,arpeggios,0.0,0
544,a/m1_scales_straight_a,a,m,scales,0.0,0
545,a/m1_scales_lip_trill_a,a,m,scales,0.0,0
546,a/m11_arpeggios_belt_a,a,m,arpeggios,0.0,0
547,a/f2_arpeggios_belt_a,a,f,arpeggios,1.0,0
548,a/m4_arpeggios_straight_a,a,m,arpeggios,0.0,0
549,a/m10_arpeggios_vocal_fry_a,a,m,arpeggios,0.0,0
550,a/m9_scales_straight_a,a,m,scales,0.0,0
551,a/f7_arpeggios_belt_a,a,f,arpeggios,1.0,0
552,a/f9_arpeggios_straight_a,a,f,arpeggios,1.0,0
553,a/m11_arpeggios_breathy_a,a,m,arpeggios,0.0,0
554,a/f9_scales_f_fast_forte_a,a,f,scales,1.0,0
555,a/m11_arpeggios_f_fast_piano_a,a,m,arpeggios,0.0,0
556,a/m8_arpeggios_c_slow_piano_a,a,m,arpeggios,0.0,0
557,a/m6_arpeggios_f_slow_forte_a,a,m,arpeggios,0.0,0
558,a/f8_long_pp_a,a,f,long,1.0,0
559,a/m6_arpeggios_f_slow_piano_a,a,m,arpeggios,0.0,0
560,a/f9_scales_c_slow_forte_a,a,f,scales,1.0,0
561,a/f4_arpeggios_f_slow_piano_a,a,f,arpeggios,1.0,0
562,a/m11_long_straight_a,a,m,long,0.0,0
563,a/m3_long_forte_a,a,m,long,0.0,0
564,a/f2_scales_f_slow_forte_a,a,f,scales,1.0,0
565,a/m6_scales_vibrato_a,a,m,scales,0.0,0
566,a/m8_scales_f_fast_piano_a,a,m,scales,0.0,0
567,a/m1_arpeggios_f_slow_forte_a,a,m,arpeggios,0.0,0
568,a/m10_arpeggios_belt_a,a,m,arpeggios,0.0,0
569,a/m4_scales_c_slow_forte_a,a,m,scales,0.0,0
570,a/m7_scales_breathy_a,a,m,scales,0.0,0
571,a/f9_scales_vocal_fry_a,a,f,scales,1.0,0
572,a/f4_long_pp_a,a,f,long,1.0,0
573,a/f2_long_pp_a,a,f,long,1.0,0
574,a/f4_arpeggios_f_fast_piano_a,a,f,arpeggios,1.0,0
575,a/f1_arpeggios_vibrato_a,a,f,arpeggios,1.0,0
576,a/m2_arpeggios_belt_a,a,m,arpeggios,0.0,0
577,a/f6_arpeggios_lip_trill_a,a,f,arpeggios,1.0,0
578,a/f3_long_pp_a,a,f,long,1.0,0
579,a/f5_scales_c_fast_piano_a,a,f,scales,1.0,0
580,a/f7_arpeggios_vibrato_a,a,f,arpeggios,1.0,0
581,a/m1_arpeggios_vibrato_a,a,m,arpeggios,0.0,0
582,a/m9_scales_breathy_a,a,m,scales,0.0,0
583,a/f9_arpeggios_c_fast_forte_a,a,f,arpeggios,1.0,0
584,a/m10_scales_f_fast_forte_a,a,m,scales,0.0,0
585,a/f3_scales_vocal_fry_a,a,f,scales,1.0,0
586,a/f9_scales_f_slow_piano_a,a,f,scales,1.0,0
587,a/m2_scales_c_fast_piano_a,a,m,scales,0.0,0
588,a/f2_arpeggios_straight_a,a,f,arpeggios,1.0,0
589,a/m8_long_messa_a,a,m,long,0.0,0
590,a/f1_long_trill_a,a,f,long,1.0,0
591,a/m8_long_inhaled_a,a,m,long,0.0,0
592,a/m3_scales_belt_a,a,m,scales,0.0,0
593,a/f8_scales_vocal_fry_a,a,f,scales,1.0,0
594,a/m6_scales_f_fast_forte_a,a,m,scales,0.0,0
595,a/m8_arpeggios_f_fast_piano_a,a,m,arpeggios,0.0,0
596,a/f1_scales_f_fast_piano_a,a,f,scales,1.0,0
597,a/m3_scales_vocal_fry_a,a,m,scales,0.0,0
598,a/m6_scales_f_fast_piano_a,a,m,scales,0.0,0
599,a/m10_arpeggios_f_fast_piano_a,a,m,arpeggios,0.0,0
600,a/m2_long_pp_a,a,m,long,0.0,0
601,a/f1_arpeggios_f_slow_forte_a,a,f,arpeggios,1.0,0
602,a/m1_scales_c_fast_piano_a,a,m,scales,0.0,0
603,a/f4_long_forte_a,a,f,long,1.0,0
604,a/m3_long_straight_a,a,m,long,0.0,0
605,a/f8_scales_straight_a,a,f,scales,1.0,0
606,a/f5_arpeggios_c_slow_piano_a,a,f,arpeggios,1.0,0
607,a/m8_arpeggios_c_slow_forte_a,a,m,arpeggios,0.0,0
608,a/m9_scales_c_slow_forte_a,a,m,scales,0.0,0
609,a/m9_long_trillo_a,a,m,long,0.0,0
610,a/f8_arpeggios_f_slow_forte_a,a,f,arpeggios,1.0,0
611,a/m8_scales_c_fast_forte_a,a,m,scales,0.0,0
612,a/f6_arpeggios_f_fast_piano_a,a,f,arpeggios,1.0,0
613,a/m9_arpeggios_vibrato_a,a,m,arpeggios,0.0,0
614,a/m5_arpeggios_belt_a,a,m,arpeggios,0.0,0
615,a/f7_arpeggios_f_slow_piano_a,a,f,arpeggios,1.0,0
616,a/f6_arpeggios_f_slow_forte_a,a,f,arpeggios,1.0,0
617,a/f5_arpeggios_belt_a,a,f,arpeggios,1.0,0
618,a/m8_scales_breathy_a,a,m,scales,0.0,0
619,a/m10_long_straight_a,a,m,long,0.0,0
620,a/f2_scales_c_slow_forte_a,a,f,scales,1.0,0
621,a/m4_arpeggios_c_fast_forte_a,a,m,arpeggios,0.0,0
622,a/m9_long_straight_a,a,m,long,0.0,0
623,a/m6_scales_belt_a,a,m,scales,0.0,0
624,a/f8_scales_vibrato_a,a,f,scales,1.0,0
625,a/f4_arpeggios_vibrato_a,a,f,arpeggios,1.0,0
626,a/m8_long_trill_a,a,m,long,0.0,0
627,a/f3_scales_breathy_a,a,f,scales,1.0,0
628,a/f9_long_forte_a,a,f,long,1.0,0
629,a/m9_scales_f_fast_forte_a,a,m,scales,0.0,0
630,a/f7_arpeggios_c_fast_forte_a,a,f,arpeggios,1.0,0
631,a/f8_long_trill_a,a,f,long,1.0,0
632,a/f3_arpeggios_straight_a,a,f,arpeggios,1.0,0
633,a/f7_scales_vibrato_a,a,f,scales,1.0,0
634,a/m6_scales_vocal_fry_a,a,m,scales,0.0,0
635,a/m11_long_forte_a,a,m,long,0.0,0
636,a/f5_scales_vibrato_a,a,f,scales,1.0,0
637,a/f1_arpeggios_f_fast_piano_a,a,f,arpeggios,1.0,0
638,a/f6_scales_lip_trill_a,a,f,scales,1.0,0
639,a/f5_scales_lip_trill_a,a,f,scales,1.0,0
640,a/f6_scales_f_fast_forte_a,a,f,scales,1.0,0
641,a/m9_long_inhaled_a,a,m,long,0.0,0
642,a/f2_scales_c_fast_piano_a,a,f,scales,1.0,0
643,a/m4_scales_lip_trill_a,a,m,scales,0.0,0
644,a/f1_scales_lip_trill_a,a,f,scales,1.0,0
645,a/f4_long_straight_a,a,f,long,1.0,0
646,a/m4_arpeggios_f_slow_forte_a,a,m,arpeggios,0.0,0
647,a/m2_scales_straight_a,a,m,scales,0.0,0
648,a/f2_arpeggios_f_slow_forte_a,a,f,arpeggios,1.0,0
649,a/f5_arpeggios_breathy_a,a,f,arpeggios,1.0,0
650,a/m4_long_inhaled_a,a,m,long,0.0,0
651,a/m11_long_inhaled_a,a,m,long,0.0,0
652,a/f4_arpeggios_belt_a,a,f,arpeggios,1.0,0
653,a/m2_long_messa_a,a,m,long,0.0,0
654,a/m8_arpeggios_f_slow_piano_a,a,m,arpeggios,0.0,0
655,a/f7_arpeggios_breathy_a,a,f,arpeggios,1.0,0
656,a/f1_long_forte_a,a,f,long,1.0,0
657,a/m1_long_messa_a,a,m,long,0.0,0
658,a/m8_scales_vibrato_a,a,m,scales,0.0,0
660,a/f3_long_messa_a,a,f,long,1.0,0
661,a/f6_long_trill_a,a,f,long,1.0,0
662,a/m8_scales_c_slow_piano_a,a,m,scales,0.0,0
663,a/f6_scales_f_slow_piano_a,a,f,scales,1.0,0
664,a/f3_scales_c_fast_piano_a,a,f,scales,1.0,0
665,a/m10_scales_c_slow_piano_a,a,m,scales,0.0,0
666,a/m11_scales_c_fast_forte_a,a,m,scales,0.0,0
667,a/m1_long_inhaled_a,a,m,long,0.0,0
668,a/f6_scales_belt_a,a,f,scales,1.0,0
669,a/m3_arpeggios_f_slow_piano_a,a,m,arpeggios,0.0,0
670,a/f2_long_messa_a,a,f,long,1.0,0
671,a/m10_scales_vocal_fry_a,a,m,scales,0.0,0
672,a/m6_scales_straight_a,a,m,scales,0.0,0
673,a/m3_long_trill_a,a,m,long,0.0,0
674,a/f6_long_trillo_a,a,f,long,1.0,0
675,a/f6_scales_c_slow_piano_a,a,f,scales,1.0,0
676,a/m4_arpeggios_f_fast_piano_a,a,m,arpeggios,0.0,0
677,a/m5_arpeggios_c_slow_forte_a,a,m,arpeggios,0.0,0
678,a/m3_long_pp_a,a,m,long,0.0,0
679,a/m11_arpeggios_f_fast_forte_a,a,m,arpeggios,0.0,0
680,a/f9_arpeggios_vocal_fry_a,a,f,arpeggios,1.0,0
681,a/f4_scales_c_slow_piano_a,a,f,scales,1.0,0
682,a/m1_arpeggios_c_fast_forte_a,a,m,arpeggios,0.0,0
683,a/m3_arpeggios_c_slow_forte_a,a,m,arpeggios,0.0,0
684,a/m4_scales_c_slow_piano_a,a,m,scales,0.0,0
685,a/f9_scales_c_slow_piano_a,a,f,scales,1.0,0
686,a/f6_arpeggios_belt_1_a,a,f,arpeggios,1.0,0
687,a/m4_arpeggios_breathy_a,a,m,arpeggios,0.0,0
688,a/m1_arpeggios_c_slow_forte_a,a,m,arpeggios,0.0,0
689,e/m7_scales_straight_e,e,m,scales,0.0,1
690,e/m4_long_messa_e,e,m,long,0.0,1
691,e/m8_scales_breathy_e,e,m,scales,0.0,1
692,e/m10_long_pp_e,e,m,long,0.0,1
693,e/m1_scales_f_slow_piano_e,e,m,scales,0.0,1
694,e/m6_scales_breathy_e,e,m,scales,0.0,1
695,e/m9_scales_c_fast_piano_e,e,m,scales,0.0,1
696,e/m9_arpeggios_f_fast_piano_e,e,m,arpeggios,0.0,1
697,e/m6_long_trill_e,e,m,long,0.0,1
698,e/m10_scales_f_slow_forte_e,e,m,scales,0.0,1
699,e/f9_scales_c_slow_forte_e,e,f,scales,1.0,1
700,e/f6_scales_straight_e,e,f,scales,1.0,1
701,e/f3_scales_straight_e,e,f,scales,1.0,1
702,e/m4_long_straight_e,e,m,long,0.0,1
703,e/f5_scales_vibrato_e,e,f,scales,1.0,1
704,e/f7_scales_vibrato_e,e,f,scales,1.0,1
705,e/f5_arpeggios_c_fast_forte_e,e,f,arpeggios,1.0,1
706,e/f2_long_trillo_e,e,f,long,1.0,1
707,e/m2_long_inhaled_e,e,m,long,0.0,1
708,e/f5_arpeggios_breathy_e,e,f,arpeggios,1.0,1
709,e/m10_scales_lip_trill_e,e,m,scales,0.0,1
710,e/f8_scales_vocal_fry_e,e,f,scales,1.0,1
711,e/f9_scales_f_fast_forte_e,e,f,scales,1.0,1
712,e/m8_long_messa_e,e,m,long,0.0,1
713,e/m3_arpeggios_c_slow_piano_e,e,m,arpeggios,0.0,1
714,e/m7_arpeggios_f_slow_forte_e,e,m,arpeggios,0.0,1
715,e/m7_scales_c_fast_forte_e,e,m,scales,0.0,1
716,e/m4_long_pp_e,e,m,long,0.0,1
717,e/m7_arpeggios_c_slow_forte_e,e,m,arpeggios,0.0,1
719,e/m8_arpeggios_c_slow_piano_e,e,m,arpeggios,0.0,1
720,e/f6_scales_f_fast_forte_e,e,f,scales,1.0,1
721,e/f9_arpeggios_f_slow_forte_e,e,f,arpeggios,1.0,1
722,e/f5_arpeggios_f_slow_piano_e,e,f,arpeggios,1.0,1
723,e/m9_scales_vibrato_e,e,m,scales,0.0,1
724,e/f8_long_trillo_e,e,f,long,1.0,1
725,e/m7_scales_lip_trill_e,e,m,scales,0.0,1
726,e/f7_arpeggios_f_slow_piano_e,e,f,arpeggios,1.0,1
727,e/f8_long_straight_e,e,f,long,1.0,1
728,e/f5_scales_vocal_fry_e,e,f,scales,1.0,1
729,e/f2_scales_c_slow_forte_e,e,f,scales,1.0,1
730,e/f2_scales_vocal_fry_e,e,f,scales,1.0,1
731,e/f3_arpeggios_f_slow_forte_e,e,f,arpeggios,1.0,1
732,e/f9_scales_straight_e,e,f,scales,1.0,1
733,e/m10_scales_belt_e,e,m,scales,0.0,1
734,e/m7_long_trillo_e,e,m,long,0.0,1
735,e/f7_ long_trillo_e,e,f, long,1.0,1
736,e/f5_long_trill_e,e,f,long,1.0,1
737,e/m5_arpeggios_f_slow_forte_e,e,m,arpeggios,0.0,1
738,e/m9_long_pp_e,e,m,long,0.0,1
739,e/f3_arpeggios_f_fast_forte_e,e,f,arpeggios,1.0,1
740,e/f4_long_trillo_e,e,f,long,1.0,1
741,e/m10_arpeggios_vibrato_e,e,m,arpeggios,0.0,1
742,e/f3_scales_lip_trill_e,e,f,scales,1.0,1
743,e/f9_arpeggios_f_fast_piano_e,e,f,arpeggios,1.0,1
744,e/f8_arpeggios_c_slow_forte_e,e,f,arpeggios,1.0,1
745,e/f8_arpeggios_vibrato_e,e,f,arpeggios,1.0,1
746,e/f8_scales_straight_e,e,f,scales,1.0,1
747,e/m4_arpeggios_c_slow_piano_e,e,m,arpeggios,0.0,1
748,e/f2_arepggios_c_fast_piano_e,e,f,arepggios,1.0,1
749,e/m2_arpeggios_c_slow_forte_e,e,m,arpeggios,0.0,1
750,e/m8_long_forte_e,e,m,long,0.0,1
751,e/m2_arpeggios_vocal_fry_e,e,m,arpeggios,0.0,1
752,e/m9_long_messa_e,e,m,long,0.0,1
753,e/m7_scales_f_fast_piano_e,e,m,scales,0.0,1
754,e/m5_arpeggios_c_slow_piano_e,e,m,arpeggios,0.0,1
755,e/m10_scales_straight_e,e,m,scales,0.0,1
756,e/m9_long_straight_e,e,m,long,0.0,1
757,e/f7_scales_c_fast_forte_e,e,f,scales,1.0,1
758,e/f6_arpeggios_vibrato_e,e,f,arpeggios,1.0,1
759,e/f1_scales_c_fast_piano_e,e,f,scales,1.0,1
760,e/m11_scales_c_fast_piano_e,e,m,scales,0.0,1
761,e/m6_arpeggios_f_slow_piano_e,e,m,arpeggios,0.0,1
762,e/m6_arpeggios_belt_e,e,m,arpeggios,0.0,1
763,e/f7_arpeggios_straight_e,e,f,arpeggios,1.0,1
764,e/f5_arpeggios_vibrato_e,e,f,arpeggios,1.0,1
765,e/m6_scales_c_slow_piano_e,e,m,scales,0.0,1
766,e/m8_arpeggios_belt_e,e,m,arpeggios,0.0,1
767,e/m11_arpeggios_vocal_fry_e,e,m,arpeggios,0.0,1
768,e/m1_arpeggios_vibrato_e,e,m,arpeggios,0.0,1
769,e/m6_long_trillo_e,e,m,long,0.0,1
770,e/f2_arpeggios_f_slow_forte_e,e,f,arpeggios,1.0,1
771,e/f6_scales_vibrato_e,e,f,scales,1.0,1
772,e/m5_arpeggios_c_fast_piano_e,e,m,arpeggios,0.0,1
773,e/m8_arpeggios_f_fast_piano_e,e,m,arpeggios,0.0,1
774,e/m11_arpeggios_c_slow_forte_e,e,m,arpeggios,0.0,1
775,e/f9_long_forte_e,e,f,long,1.0,1
776,e/f2_arpeggios_vocal_fry_e,e,f,arpeggios,1.0,1
777,e/f8_arpeggios_lip_trill_e,e,f,arpeggios,1.0,1
778,e/f6_scales_f_fast_piano_e,e,f,scales,1.0,1
779,e/m10_arpeggios_c_fast_forte_e,e,m,arpeggios,0.0,1
780,e/m4_scales_c_fast_forte_e,e,m,scales,0.0,1
781,e/m8_long_straight_e,e,m,long,0.0,1
782,e/m1_long_trill_e,e,m,long,0.0,1
783,e/f8_scales_lip_trill_e,e,f,scales,1.0,1
784,e/m2_long_trill_e,e,m,long,0.0,1
786,e/m8_scales_f_slow_piano_e,e,m,scales,0.0,1
787,e/f3_long_inhaled_e,e,f,long,1.0,1
788,e/m7_scales_f_fast_forte_e,e,m,scales,0.0,1
789,e/f3_scales_belt_e,e,f,scales,1.0,1
790,e/m6_scales_f_slow_forte_e,e,m,scales,0.0,1
791,e/f5_arpeggios_f_fast_piano_e,e,f,arpeggios,1.0,1
792,e/m8_arpeggios_c_slow_forte_e,e,m,arpeggios,0.0,1
793,e/m4_arpeggios_c_fast_piano_e,e,m,arpeggios,0.0,1
794,e/f9_arpeggios_straight_e,e,f,arpeggios,1.0,1
795,e/m8_arpeggios_vibrato_e,e,m,arpeggios,0.0,1
796,e/m9_arpeggios_c_fast_piano_e,e,m,arpeggios,0.0,1
797,e/m9_arpeggios_vocal_fry_e,e,m,arpeggios,0.0,1
798,e/m11_long_trill_e,e,m,long,0.0,1
799,e/f1_scales_f_slow_forte_e,e,f,scales,1.0,1
800,e/m8_scales_f_sow_forte_e,e,m,scales,0.0,1
801,e/m6_arpeggios_c_fast_forte_e,e,m,arpeggios,0.0,1
802,e/m5_scales_breathy_e,e,m,scales,0.0,1
803,e/f5_arpeggios_belt_e,e,f,arpeggios,1.0,1
804,e/m11_arpeggios_straight_e,e,m,arpeggios,0.0,1
805,e/m2_scales_f_slow_forte_e,e,m,scales,0.0,1
806,e/f9_scales_c_fast_piano_e,e,f,scales,1.0,1
807,e/f5_scales_c_slow_piano_e,e,f,scales,1.0,1
808,e/f1_arpeggios_f_slow_piano_e,e,f,arpeggios,1.0,1
809,e/m1_arpeggios_c_slow_forte_e,e,m,arpeggios,0.0,1
810,e/f1_arpeggios_belt_c_e,e,f,arpeggios,1.0,1
811,e/f3_scales_vocal_fry_e,e,f,scales,1.0,1
812,e/f8_scales_c_fast_piano_e,e,f,scales,1.0,1
813,e/f9_arpeggios_f_fast_forte_e,e,f,arpeggios,1.0,1
814,e/f9_scales_c_slow_piano_e,e,f,scales,1.0,1
815,e/m3_arpeggios_c_fast_forte_e,e,m,arpeggios,0.0,1
816,e/m5_arpeggios_belt_e,e,m,arpeggios,0.0,1
817,e/m7_long_trill_e,e,m,long,0.0,1
818,e/f2_scales_f_fast_forte_e,e,f,scales,1.0,1
819,e/m6_scales_f_fast_piano_e,e,m,scales,0.0,1
820,e/f1_long_trillo_e,e,f,long,1.0,1
821,e/f3_arpeggios_lip_trill_e,e,f,arpeggios,1.0,1
822,e/m7_long_messa_e,e,m,long,0.0,1
823,e/f3_long_trill_e,e,f,long,1.0,1
824,e/m1_scales_c_fast_forte_e,e,m,scales,0.0,1
825,e/m3_long_trillo_e,e,m,long,0.0,1
826,e/m6_arpeggios_c_slow_forte_e,e,m,arpeggios,0.0,1
827,e/m10_scales_vocal_fry_e,e,m,scales,0.0,1
828,e/f4_long_straight_e,e,f,long,1.0,1
829,e/f2_scales_f_slow_piano_e,e,f,scales,1.0,1
830,e/m4_scales_c_fast_piano_e,e,m,scales,0.0,1
831,e/m2_arpeggios_belt_e,e,m,arpeggios,0.0,1
832,e/f5_long_pp_e,e,f,long,1.0,1
833,e/f2_arpeggios_f_slow_piano_e,e,f,arpeggios,1.0,1
834,e/m3_long_straight_e,e,m,long,0.0,1
835,e/f3_arpeggios_breathy_e,e,f,arpeggios,1.0,1
836,e/m8_scales_c_fast_piano_e,e,m,scales,0.0,1
837,e/f7_long_pp_e,e,f,long,1.0,1
838,e/m5_long_inhaled_e,e,m,long,0.0,1
839,e/m7_arpeggios_breathy_e,e,m,arpeggios,0.0,1
840,e/m5_arpeggios_f_fast_forte_e,e,m,arpeggios,0.0,1
841,e/m3_arpeggios_f_slow_piano_e,e,m,arpeggios,0.0,1
842,e/m2_arpeggios_f_fast_forte_e,e,m,arpeggios,0.0,1
843,e/m9_scales_belt_e,e,m,scales,0.0,1
844,e/f9_scales_f_fast_piano_e,e,f,scales,1.0,1
845,e/f3_long_forte_e,e,f,long,1.0,1
846,e/m7_arpeggios_c_fast_piano_e,e,m,arpeggios,0.0,1
848,e/f5_arpeggios_f_slow_forte_e,e,f,arpeggios,1.0,1
849,e/f1_long_forte_e,e,f,long,1.0,1
850,e/f1_arpeggios_f_fast_forte_e,e,f,arpeggios,1.0,1
851,e/f5_scales_f_slow_piano_e,e,f,scales,1.0,1
852,e/m11_arpeggios_f_fast_forte_e,e,m,arpeggios,0.0,1
